Date,Open,High,Low,Close,Volume,Stock Splits
1962-01-02,0.06385573758259609,0.0644834706197301,0.06385573758259609,0.06421451270580292,633830,0.0
1962-01-03,0.06421452111995411,0.06421452111995411,0.06098587857097779,0.061523959040641785,6564672,0.0
1962-01-04,0.06152393580417116,0.06206201607061203,0.06062708534334654,0.06089620292186737,1199750,0.0
1962-01-05,0.06062708889067006,0.06062708889067006,0.058474607968031715,0.05883338302373886,520646,0.0
1962-01-08,0.05883341316462998,0.05937148889788373,0.058654102990219094,0.05901271849870682,1380845,0.0
1962-01-09,0.059192158489065776,0.05999936129318214,0.059192158489065776,0.059281811118125916,1177114,0.0
1962-01-10,0.059461121001606075,0.06062709898394961,0.059461121001606075,0.06026832386851311,882835,0.0
1962-01-11,0.06026830875440967,0.06062708377987247,0.05973022850184502,0.060447778552770615,588557,0.0
1962-01-12,0.06044779371188153,0.06098586925905374,0.06026832386851311,0.06026832386851311,407462,0.0
1962-01-15,0.06026830452616634,0.06062707952645856,0.05955091909682944,0.059730224311351776,792288,0.0
1962-01-16,0.05937148889788373,0.05937148889788373,0.05883341316462998,0.05901271849870682,384826,0.0
1962-01-17,0.05901271392951597,0.059192178980720565,0.05757777765393257,0.05757777765393257,498010,0.0
1962-01-18,0.057577778884960774,0.05865409970283508,0.05721900850589185,0.05865409970283508,1177114,0.0
1962-01-19,0.05883337393657581,0.060088999311644,0.05883337393657581,0.059730224311351776,633830,0.0
1962-01-22,0.059730276217114166,0.05990958158745333,0.058833425062972254,0.059192195534706116,837562,0.0
1962-01-23,0.05901268826595595,0.05901268826595595,0.058474607968031715,0.05883338302373886,928109,0.0
1962-01-24,0.05883338824186966,0.059371463747186055,0.05811583806681343,0.059281811118125916,996019,0.0
1962-01-25,0.05928183623084531,0.05928183623084531,0.05883341316462998,0.05901271849870682,611194,0.0
1962-01-26,0.05883340860932225,0.05883340860932225,0.05757777765393257,0.05757777765393257,928109,0.0
1962-01-29,0.057846875048998936,0.05901268826595595,0.057846875048998936,0.05883338302373886,747014,0.0
1962-01-30,0.058833412656001824,0.05928183571834044,0.05874375998973847,0.058743759989738464,882835,0.0
1962-01-31,0.058743772324530076,0.059550970792770386,0.05865411479910679,0.059550970792770386,814925,0.0
1962-02-01,0.059550926958192814,0.059909537434577935,0.05937145714873099,0.05990953743457794,498010,0.0
1962-02-02,0.059909537434577935,0.059909537434577935,0.059550926958192814,0.05990953743457794,430099,0.0
1962-02-05,0.059909529525874125,0.060088999311644,0.05937144931105956,0.059730224311351776,928109,0.0
1962-02-06,0.05981988111539595,0.06044777855277061,0.05981988111539595,0.060447778552770615,1448755,0.0
1962-02-07,0.06044777877521256,0.0605374313890934,0.05999935113454866,0.0605374313890934,588557,0.0
1962-02-08,0.0605374313890934,0.060627084002974244,0.05999935113454866,0.0605374313890934,475373,0.0
1962-02-09,0.06053742577957789,0.06107550114393234,0.06026830339161308,0.06107550114393234,679104,0.0
1962-02-12,0.06098590343042886,0.06098590343042886,0.060627132954299896,0.06080643832683563,135821,0.0
1962-02-13,0.06080641354053924,0.061523959040641785,0.060627108241093075,0.061523959040641785,1222387,0.0
1962-02-14,0.061523992734617235,0.06206207349896431,0.06134468733697341,0.06206207349896431,1041293,0.0
1962-02-15,0.06206202540892104,0.06277957558631897,0.061972372779568324,0.06277957558631897,928109,0.0
1962-02-16,0.06268996004579361,0.06268996004579361,0.062151714808662814,0.0623311847448349,769651,0.0
1962-02-19,0.062331196166845654,0.06268997153354891,0.06206207349896431,0.06206207349896431,1471392,0.0
1962-02-20,0.06206200907506956,0.06367640942335129,0.061882703863554746,0.06367640942335129,1607213,0.0
1962-02-21,0.06385579673957444,0.06439387763721902,0.06385579673957444,0.06412491947412491,950746,0.0
1962-02-23,0.06412483078501935,0.0647525635354972,0.06385570842268383,0.0643937885761261,1154477,0.0
1962-02-26,0.06439381033239763,0.06475258541298548,0.06376607736983218,0.06385572999715805,2037312,0.0
1962-02-27,0.06349701146150549,0.06349701146150549,0.06304858338844395,0.06331770122051239,837562,0.0
1962-02-28,0.06331762732281815,0.06403517723083496,0.06322797472712262,0.06403517723083496,452736,0.0
