Date,Open,High,Low,Close,Volume,Stock Splits
1995-09-18,9.377569198608398,9.377569198608398,9.377569198608398,9.377569198608398,1200,0.0
1995-09-19,9.466035842895508,9.466035842895508,9.466035842895508,9.466035842895508,12000,0.0
1995-09-20,9.64297103881836,9.64297103881836,9.64297103881836,9.64297103881836,7600,0.0
1995-09-21,9.731438636779785,9.731438636779785,9.731438636779785,9.731438636779785,43200,0.0
1995-09-22,9.112166404724121,9.112166404724121,9.112166404724121,9.112166404724121,49600,0.0
1995-09-25,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,7200,0.0
1995-09-26,9.908371925354004,9.908371925354004,9.908371925354004,9.908371925354004,8800,0.0
1995-09-27,9.908371925354004,9.908371925354004,9.908371925354004,9.908371925354004,0,0.0
1995-09-28,9.68720531463623,9.68720531463623,9.68720531463623,9.68720531463623,2800,0.0
1995-09-29,9.731438636779785,9.731438636779785,9.731438636779785,9.731438636779785,13600,0.0
1995-10-02,9.731438636779785,9.731438636779785,9.731438636779785,9.731438636779785,75600,0.0
1995-10-03,9.68720531463623,9.68720531463623,9.68720531463623,9.68720531463623,3600,0.0
1995-10-04,9.908371925354004,9.908371925354004,9.908371925354004,9.908371925354004,80400,0.0
1995-10-05,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,400,0.0
1995-10-06,9.377569198608398,9.377569198608398,9.377569198608398,9.377569198608398,1200,0.0
1995-10-09,9.466035842895508,9.466035842895508,9.466035842895508,9.466035842895508,4800,0.0
1995-10-10,8.89099407196045,8.89099407196045,8.89099407196045,8.89099407196045,10800,0.0
1995-10-11,8.979461669921875,8.979461669921875,8.979461669921875,8.979461669921875,2800,0.0
1995-10-12,9.112166404724121,9.112166404724121,9.112166404724121,9.112166404724121,2800,0.0
1995-10-13,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,16800,0.0
1995-10-16,9.466035842895508,9.466035842895508,9.466035842895508,9.466035842895508,3600,0.0
1995-10-17,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,101200,0.0
1995-10-18,8.66982650756836,8.66982650756836,8.66982650756836,8.66982650756836,465600,0.0
1995-10-19,8.758294105529785,8.758294105529785,8.758294105529785,8.758294105529785,22800,0.0
1995-10-20,8.758294105529785,8.758294105529785,8.758294105529785,8.758294105529785,10800,0.0
1995-10-23,8.625591278076172,8.625591278076172,8.625591278076172,8.625591278076172,5200,0.0
1995-10-24,8.66982650756836,8.66982650756836,8.66982650756836,8.66982650756836,6400,0.0
1995-10-25,8.935229301452637,8.935229301452637,8.935229301452637,8.935229301452637,5200,0.0
1995-10-26,8.758294105529785,8.758294105529785,8.758294105529785,8.758294105529785,30000,0.0
1995-10-27,8.492890357971191,8.492890357971191,8.492890357971191,8.492890357971191,25600,0.0
1995-10-30,8.935229301452637,8.935229301452637,8.935229301452637,8.935229301452637,2800,0.0
1995-10-31,9.156397819519043,9.156397819519043,9.156397819519043,9.156397819519043,22800,0.0
1995-11-01,9.023696899414062,9.023696899414062,9.023696899414062,9.023696899414062,7200,0.0
1995-11-02,9.023696899414062,9.023696899414062,9.023696899414062,9.023696899414062,98400,0.0
1995-11-03,9.200630187988281,9.200630187988281,9.200630187988281,9.200630187988281,68400,0.0
1995-11-06,9.333332061767578,9.333332061767578,9.333332061767578,9.333332061767578,10000,0.0
1995-11-07,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,4800,0.0
1995-11-08,9.576619148254395,9.576619148254395,9.576619148254395,9.576619148254395,2400,0.0
1995-11-09,9.466035842895508,9.466035842895508,9.466035842895508,9.466035842895508,22000,0.0
1995-11-10,9.333332061767578,9.333332061767578,9.333332061767578,9.333332061767578,34800,0.0
1995-11-13,9.466035842895508,9.466035842895508,9.466035842895508,9.466035842895508,7200,0.0
1995-11-14,9.466035842895508,9.466035842895508,9.466035842895508,9.466035842895508,13600,0.0
1995-11-15,9.68720531463623,9.68720531463623,9.68720531463623,9.68720531463623,73200,0.0
1995-11-16,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,16800,0.0
1995-11-17,9.731438636779785,9.731438636779785,9.731438636779785,9.731438636779785,1200,0.0
1995-11-20,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,44400,0.0
1995-11-21,9.576619148254395,9.576619148254395,9.576619148254395,9.576619148254395,20800,0.0
1995-11-22,9.466035842895508,9.466035842895508,9.466035842895508,9.466035842895508,45600,0.0
1995-11-24,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,6400,0.0
1995-11-27,9.598732948303223,9.598732948303223,9.598732948303223,9.598732948303223,9600,0.0
1995-11-28,9.731438636779785,9.731438636779785,9.731438636779785,9.731438636779785,20800,0.0
1995-11-29,9.554502487182617,9.554502487182617,9.554502487182617,9.554502487182617,68400,0.0
