Date,Open,High,Low,Close,Volume,Stock Splits
1962-01-02,0.057054817676544196,0.05896958249338393,0.057054817676544196,0.05705481767654419,841958,0.0
1962-01-03,0.057054833652201244,0.058012214040991404,0.057054833652201244,0.05782061442732811,801865,0.0
1962-01-04,0.05782061442732811,0.058012214040991404,0.05743803287952784,0.05782061442732811,962238,0.0
1962-01-05,0.05782061394589064,0.05820381317002657,0.05762962743794,0.0580122135579586,962238,0.0
1962-01-08,0.058012214040991404,0.058777999391522166,0.05667224752899708,0.05782061442732811,1282984,0.0
1962-01-09,0.05782062831091766,0.05896961316466331,0.05743804667125387,0.058969613164663315,641492,0.0
1962-01-10,0.05896960719189817,0.05992698771360085,0.05896960719189817,0.05954378843307495,681585,0.0
1962-01-11,0.05954377451141848,0.06165013927801187,0.05935278802001675,0.06126694008708,2004663,0.0
1962-01-12,0.06126695271154043,0.061458552346486735,0.05858701938986314,0.059352800250053406,2004663,0.0
1962-01-15,0.05935280025005341,0.05973538641575548,0.05896960555556521,0.059352800250053406,641492,0.0
1962-01-16,0.05896959900518547,0.05896959900518547,0.05743803287952784,0.05782061442732811,360839,0.0
1962-01-17,0.05782064950193404,0.05782064950193404,0.055906500667333596,0.0559065006673336,400933,0.0
1962-01-18,0.056289032540437406,0.05743801679657297,0.056289032540437406,0.05705481767654419,320746,0.0
1962-01-19,0.057438031926172646,0.0582038126885891,0.057438031926172646,0.058203812688589096,441026,0.0
1962-01-22,0.05858701988928437,0.05916120111942291,0.05858701988928437,0.05916120111942291,360839,0.0
1962-01-23,0.05916120824892753,0.060501179658072744,0.05858702694959452,0.058969613164663315,1202798,0.0
1962-01-24,0.05896959802640938,0.05896959802640938,0.057438031926172646,0.058203812688589096,360839,0.0
1962-01-25,0.05820382668671573,0.05839542634327893,0.057438045740127563,0.057438045740127563,160373,0.0
1962-01-26,0.05743801679657297,0.05820379735727714,0.057054817676544196,0.05705481767654419,360839,0.0
1962-01-29,0.057054817676544196,0.05782059823724837,0.057054817676544196,0.05705481767654419,240560,0.0
1962-01-30,0.05705484642700116,0.05762964082128584,0.05667226021813447,0.057438045740127563,681585,0.0
1962-01-31,0.057438045740127563,0.05762964082128584,0.05705484642700116,0.057438045740127563,320746,0.0
1962-02-01,0.057438031926172646,0.05916119306148868,0.057438031926172646,0.058203812688589096,1282984,0.0
1962-02-02,0.0582038126885891,0.05896959802640938,0.0582038126885891,0.058203812688589096,641492,0.0
1962-02-05,0.0582038126885891,0.05877799841592624,0.0582038126885891,0.058203812688589096,400933,0.0
1962-02-06,0.058203813654654706,0.0585870128819813,0.05782061442732811,0.05782061442732811,240560,0.0
1962-02-07,0.05820380433331225,0.05896958956120247,0.05820380433331225,0.058587003499269485,1403264,0.0
1962-02-08,0.05935277464273206,0.06069274072545212,0.05935277464273206,0.06011855974793434,2084849,0.0
1962-02-09,0.06031019774439069,0.06088437908791502,0.06031019774439069,0.060501184314489365,1042425,0.0
1962-02-12,0.06050118431448936,0.060692779413499515,0.06011859806997519,0.060501184314489365,641492,0.0
1962-02-13,0.06050118431448936,0.06050118431448936,0.059735398721144174,0.060501184314489365,641492,0.0
1962-02-14,0.060310197763000215,0.060310197763000215,0.05973539873957634,0.05973539873957634,200466,0.0
1962-02-15,0.05992696019565227,0.060310159300216416,0.05992696019565227,0.06011855974793434,481119,0.0
1962-02-16,0.060501159384683936,0.06222432496034546,0.060501159384683936,0.06126694008708,3728673,0.0
1962-02-19,0.061266963693918736,0.061266963693918736,0.06031019613146782,0.06031019613146782,841958,0.0
1962-02-20,0.06069277546322478,0.060884375125169754,0.06069277546322478,0.060884375125169754,240560,0.0
1962-02-21,0.060501145748572474,0.060501145748572474,0.06011855974793434,0.06011855974793434,120280,0.0
1962-02-23,0.060118598088525585,0.060310197763000215,0.05973539873957634,0.05973539873957634,441026,0.0
1962-02-26,0.05896959802640938,0.05896959802640938,0.057438031926172646,0.058203812688589096,761772,0.0
1962-02-27,0.058203813654654706,0.05896959900518547,0.05782061442732811,0.05782061442732811,481119,0.0
1962-02-28,0.05782060156621267,0.05820380070830376,0.05724642053246498,0.05724642053246498,280653,0.0
1962-03-01,0.057438036267138344,0.058778002858161926,0.057438036267138344,0.058778002858161926,441026,0.0
1962-03-02,0.05877800543232395,0.05916120012362878,0.058395419269800186,0.058395419269800186,280653,0.0
1962-03-05,0.05858700349926948,0.0595437706307109,0.05858700349926948,0.058587003499269485,441026,0.0
1962-03-06,0.0585870128819813,0.0585870128819813,0.05782061442732811,0.05782061442732811,160373,0.0
1962-03-07,0.057438045740127563,0.057438045740127563,0.057438045740127563,0.057438045740127563,120280,0.0
1962-03-08,0.057438038782616996,0.058395419269800186,0.0572464391492624,0.058395419269800186,360839,0.0
1962-03-09,0.05839541229907223,0.05896959802640938,0.0582038126885891,0.058203812688589096,521212,0.0
1962-03-12,0.05839541975491684,0.05935280025005341,0.05839541975491684,0.059352800250053406,400933,0.0
1962-03-13,0.059506100109131,0.060465957969427116,0.059506100109131,0.06046595796942711,360839,0.0
1962-03-14,0.06046596899650195,0.06104163335533986,0.059889685362577445,0.05988968536257744,601399,0.0
1962-03-15,0.05988967065496217,0.060657433957118284,0.05988967065496217,0.06027385964989662,280653,0.0
1962-03-16,0.06027385964989662,0.060465954147363846,0.06008176515242939,0.06027385964989662,120280,0.0
1962-03-19,0.06027385964989662,0.060849523867363774,0.06027385964989662,0.06027385964989662,561306,0.0
1962-03-20,0.05988969274628648,0.05988969274628648,0.0595061182975769,0.059506118297576904,240560,0.0
1962-03-21,0.05931400383878766,0.05931400383878766,0.058546245098114014,0.058546245098114014,320746,0.0
1962-03-22,0.05835415407139112,0.05835415407139112,0.057969965040683746,0.057969965040683746,120280,0.0
1962-03-23,0.057969965040683746,0.05873834310209849,0.057969965040683746,0.057969965040683746,441026,0.0
1962-03-26,0.05796997149942423,0.05835416057293614,0.05758640170097351,0.05758640170097351,200466,0.0
1962-03-27,0.05720218612785792,0.05720218612785792,0.056818611919879906,0.05681861191987991,240560,0.0
1962-03-28,0.0566265209161389,0.0566265209161389,0.0562429466848319,0.056434426456689835,240560,0.0
1962-03-29,0.05681861974525367,0.05739428848028184,0.05681861974525367,0.05739428848028183,320746,0.0
1962-03-30,0.05739428848028184,0.05758638295450402,0.05701071421947586,0.05739428848028183,441026,0.0
1962-04-02,0.0573942805756238,0.05796994464414714,0.056818611919879906,0.05681861191987991,280653,0.0
1962-04-03,0.056818615375587966,0.057394284066344024,0.056434426456689835,0.056434426456689835,320746,0.0
1962-04-04,0.056818611919879906,0.056818611919879906,0.056818611919879906,0.05681861191987991,160373,0.0
1962-04-05,0.056818615375587966,0.057010709835037025,0.056434426456689835,0.056434426456689835,320746,0.0
1962-04-06,0.0570107027888298,0.057969941005115495,0.0570107027888298,0.0570107027888298,400933,0.0
1962-04-09,0.05701069924857886,0.05739427340865902,0.05701069924857886,0.05720217898488045,400933,0.0
1962-04-10,0.057202182537021896,0.057394276972729155,0.0570107027888298,0.0570107027888298,120280,0.0
1962-04-11,0.057010709835037025,0.05758637852579308,0.056434426456689835,0.056434426456689835,320746,0.0
1962-04-12,0.05547458119686173,0.05547458119686173,0.05374696478247642,0.053746964782476425,962238,0.0
1962-04-13,0.05374699456675911,0.05374699456675911,0.05221147178778184,0.05336342006921768,1202798,0.0
1962-04-16,0.05355548888302465,0.054131157696247094,0.05355548888302465,0.0541311576962471,601399,0.0
1962-04-17,0.054706827033997305,0.05547459041927355,0.054706827033997305,0.055283110588788986,641492,0.0
1962-04-18,0.055666718551942315,0.05643447781360854,0.055666718551942315,0.05605090782046318,641492,0.0
1962-04-19,0.05605090782046319,0.05701076171638984,0.05605090782046319,0.05605090782046318,441026,0.0
1962-04-23,0.056818611919879906,0.05701070636764579,0.056818611919879906,0.05681861191987991,601399,0.0
1962-04-24,0.05701073277854417,0.05796997149942423,0.05701073277854417,0.05758640170097351,521212,0.0
1962-04-25,0.05758638295450402,0.05816204710231101,0.05739428848028184,0.05739428848028183,922145,0.0
1962-04-26,0.05720224166249977,0.05720224166249977,0.05605090782046319,0.05605090782046318,400933,0.0
1962-04-27,0.05605087001546557,0.05643443974990213,0.05489891767501831,0.05489891767501831,360839,0.0
1962-04-30,0.05393907683925655,0.05393907683925655,0.052787743508815765,0.052787743508815765,441026,0.0
1962-05-01,0.052787755566120656,0.05374699456675911,0.05259566097334105,0.05336342006921768,481119,0.0
1962-05-02,0.05336339049749555,0.054131153755134435,0.05297920152483753,0.053746964782476425,320746,0.0
1962-05-03,0.05374699456675911,0.05374699456675911,0.053171325476438075,0.05336342006921768,360839,0.0
1962-05-04,0.053363420069217675,0.05374699456675911,0.053363420069217675,0.05336342006921768,240560,0.0
1962-05-07,0.05297921498449266,0.05297921498449266,0.05259564518928528,0.05259564518928528,320746,0.0
1962-05-08,0.05259564100271528,0.053363399807073,0.051443688571453094,0.051443688571453094,521212,0.0
1962-05-09,0.05067590177913799,0.05067590177913799,0.049523949984090994,0.04990813881158829,841958,0.0
